,beds,baths,size,zip_code,price,price_per_sqft
480,3,2.5,1054.0,98115,815000.0,77324478.17836812
481,4,6.5,3400.0,98122,1550000.0,45588235.294117644
482,4,3.0,2290.0,98146,685000.0,29912663.755458515
483,4,2.0,2260.0,98106,760000.0,33628318.584070794
484,3,3.0,2480.0,98146,1595000.0,64314516.12903226
485,3,1.0,1240.0,98146,220000.0,17741935.48387097
486,2,2.0,1036.0,98103,799950.0,77215250.96525097
487,2,1.0,1900.0,98119,1015000.0,53421052.631578945
488,4,2.5,1544.0,98117,975000.0,63147668.393782385
489,2,1.0,1160.0,98126,525000.0,45258620.68965517
490,3,3.0,1650.0,98178,591995.0,35878484.84848485
491,1,1.0,529.0,98103,367000.0,69376181.47448015
492,4,3.0,2310.0,98136,1100000.0,47619047.61904762
493,4,2.5,2880.0,98115,1900000.0,65972222.222222224
494,1,1.5,540.0,98118,750000.0,138888888.8888889
495,1,1.0,645.0,98115,515000.0,79844961.24031007
496,3,2.5,2275.0,98122,1528000.0,67164835.16483517
497,2,2.5,1250.0,98107,770000.0,61600000.0
498,5,3.5,5420.0,98112,4655625.0,85897140.22140221
499,2,1.5,1088.0,98117,628000.0,57720588.23529412
500,5,4.5,5580.0,98146,3800000.0,68100358.42293906
501,3,2.5,1390.0,98126,575000.0,41366906.474820144
502,3,2.5,2950.0,98118,3105000.0,105254237.28813559
503,5,5.0,3010.0,98115,1807000.0,60033222.591362126
504,3,2.0,1301.0,98103,895000.0,68793235.97232898
